year,award,movie,nominee,winner,actor_in_a_leading_role_nomination,actor_in_a_supporting_role_nomination,actress_in_a_leading_role_nomination,actress_in_a_supporting_role_nomination,directing_nomination,cinematography_nomination,year_film,year_film2,year_film3,tconst,primarytitle,startyear,runtimeminutes,averagerating,numvotes,directors,writers,director,nconst_x,birthyear,dir_age,nconst_y,is_woman,name,release_day,rating,metascore,budget,opening_wk,opening_usa_day,gross,world,release_month,release_day_of_month,winner_bool,biography,drama,comedy,adventure,film-noir,mystery,action,crime,horror,family,animation,western,documentary,romance,fantasy,thriller,war,history,music,sport,musical,sci-fi,cpi_multiplier,n_globes
1979,BEST PICTURE,"Warren Beatty, Producer",Heaven Can Wait,,1,1,0,1,1,1,1978,1977,1976,tt0077663,Heaven Can Wait,1978.0,101.0,6.9,17262.0,"nm0000886,nm0377750","nm0561938,nm0000886,nm0781895,nm0001801",nm0000886,nm0000886,1937.0,42.0,nm0000886,0,Heaven Can Wait,1978-06-28,PG,72.0,,13460828.053177161,2 July 1978,300876100.3797365,300876100.3797365,6,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.685387994143485,2.0
1982,BEST PICTURE,"Warren Beatty, Producer",Reds,,1,1,1,1,1,1,1981,1980,1979,tt0082979,Reds,1981.0,195.0,7.3,19428.0,nm0000886,"nm0000886,nm0341767",nm0000886,nm0000886,1937.0,45.0,nm0000886,0,Reds,1981-12-25,PG,76.0,85416585.36585367,6206126.189268293,6 December 1981,107792151.24292684,107792151.24292684,12,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.669268292682927,6.0
1979,BEST PICTURE,"Alan Marshall And David Puttnam, Producers",Midnight Express,,0,1,0,0,1,0,1978,1977,1976,tt0077928,Midnight Express,1978.0,121.0,7.6,67505.0,nm0000570,"nm0000231,nm0370907,nm0388772",nm0000570,nm0000570,1944.0,35.0,nm0000570,0,Midnight Express,1978-10-06,R,,8476392.386530016,,,128988579.79502197,128988579.79502197,10,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.685387994143485,7.0
1989,BEST PICTURE,"Frederick Zollo And Robert F. Colesberry, Producers",Mississippi Burning,,1,0,0,1,1,1,1988,1987,1986,tt0095647,Mississippi Burning,1988.0,128.0,7.8,81033.0,nm0000570,nm0314665,nm0000570,nm0000570,1944.0,45.0,nm0000570,0,Mississippi Burning,1989-01-27,R,65.0,31178199.83484724,467743.6681090009,11 December 1988,71925909.99517755,71925909.99517755,1,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0785466556564827,3.0
1979,BEST PICTURE,"Paul Mazursky And Tony Ray, Producers",An Unmarried Woman,,0,0,1,0,0,0,1978,1977,1976,tt0078444,An Unmarried Woman,1978.0,124.0,7.1,4217.0,nm0005196,nm0005196,nm0005196,nm0005196,1930.0,49.0,nm0005196,0,An Unmarried Woman,1978-05-26,R,,,,,88449311.85944363,,5,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.685387994143485,
1980,BEST PICTURE,"Peter Yates, Producer",Breaking Away,,0,0,0,1,1,0,1979,1978,1977,tt0078902,Breaking Away,1979.0,101.0,7.7,20482.0,nm0946811,nm0856270,nm0946811,nm0946811,1929.0,51.0,nm0946811,0,Breaking Away,1979-07-20,PG,91.0,7441357.32647815,57272.56843187661,15 July 1979,53140732.12874036,53140732.12874036,7,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.2353727506426737,3.0
1984,BEST PICTURE,"Peter Yates, Producer",The Dresser,,1,0,0,0,1,0,1983,1982,1981,tt0085461,The Dresser,1983.0,118.0,7.6,4470.0,nm0946811,nm0367838,nm0946811,nm0946811,1929.0,55.0,nm0946811,0,The Dresser,1983-12-06,PG,,3596591.4818449463,,,13118537.787791954,13118537.787791954,12,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.4701864573110894,4.0
1980,BEST PICTURE,"Stanley R. Jaffe, Producer",Kramer Vs. Kramer,1.0,1,1,0,1,1,1,1979,1978,1977,tt0079417,Kramer Vs. Kramer,1979.0,105.0,7.8,121582.0,nm0000914,"nm0180011,nm0000914",nm0000914,nm0000914,1932.0,48.0,nm0000914,0,Kramer vs. Kramer,1979-12-19,PG,77.0,25882982.00514139,,,343790708.4832905,343790708.4832905,12,19,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.2353727506426737,
1985,BEST PICTURE,"Arlene Donovan, Producer",Places In The Heart,,0,1,1,1,1,0,1984,1983,1982,tt0087921,Places In The Heart,1984.0,111.0,7.3,9587.0,nm0000914,nm0000914,nm0000914,nm0000914,1932.0,53.0,nm0000914,0,Places in the Heart,1984-10-05,PG,70.0,,654401.0961895735,23 September 1984,83271611.97315641,83271611.97315641,10,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.3858957345971565,
1981,BEST PICTURE,"Bernard Schwartz, Producer",Coal Miner'S Daughter,,0,0,1,0,0,1,1980,1979,1978,tt0080549,Coal Miner'S Daughter,1980.0,124.0,7.5,15585.0,nm0000776,"nm0725564,nm0528750,nm1557917",nm0000776,nm0000776,1941.0,40.0,nm0000776,0,Coal Miner's Daughter,1980-03-07,PG,87.0,,9739932.188689657,9 March 1980,194376019.32579312,194376019.32579312,3,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.893241379310345,
1981,BEST PICTURE,"Jonathan Sanger, Producer",The Elephant Man,,1,0,0,0,1,0,1980,1979,1978,tt0080678,The Elephant Man,1980.0,124.0,8.1,204735.0,nm0000186,"nm0212246,nm0075015,nm0000186,nm0872375,nm0598744",nm0000186,nm0000186,1946.0,35.0,nm0000186,0,The Elephant Man,1980-10-10,PG,77.0,14466206.896551725,,,75255708.0364138,75255708.0364138,10,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.893241379310345,
1981,BEST PICTURE,"Ronald L. Schwary, Producer",Ordinary People,1.0,0,1,1,0,1,0,1980,1979,1978,tt0081283,Ordinary People,1980.0,124.0,7.7,43280.0,nm0000602,"nm0346407,nm0765091,nm0235683",nm0000602,nm0000602,1936.0,45.0,nm0000602,0,Ordinary People,1981-02-26,R,87.0,17359448.27586207,492820.2703448276,21 September 1980,158453927.84110346,158453927.84110346,2,26,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.893241379310345,7.0
1995,BEST PICTURE,"Robert Redford, Michael Jacobs, Julian Krainin And Michael Nozik, Producers",Quiz Show,,0,1,0,0,1,0,1994,1993,1992,tt0110932,Quiz Show,1994.0,133.0,7.5,61827.0,nm0000602,"nm0001921,nm0329544",nm0000602,nm0000602,1936.0,59.0,nm0000602,0,Quiz Show,1994-10-07,PG-13,88.0,51916646.70658682,1268966.7755688622,18 September 1994,41571198.09532934,41571198.09532934,10,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6747305389221556,3.0
1982,BEST PICTURE,"David Puttnam, Producer",Chariots Of Fire,1.0,0,1,0,0,1,0,1981,1980,1979,tt0082158,Chariots Of Fire,1981.0,125.0,7.2,50406.0,nm0399853,nm0919815,nm0399853,nm0399853,1936.0,46.0,nm0399853,0,Chariots of Fire,1982-04-09,PG,78.0,14680975.609756099,183931.27024390246,27 September 1981,157414502.77463415,158296575.8282927,4,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.669268292682927,
1982,BEST PICTURE,"Bruce Gilbert, Producer",On Golden Pond,,1,0,1,1,1,1,1981,1980,1979,tt0082846,On Golden Pond,1981.0,109.0,7.6,25890.0,nm0753073,nm0860125,nm0753073,nm0753073,1929.0,53.0,nm0753073,0,On Golden Pond,1982-02-12,PG,68.0,,238133.43219512198,6 December 1981,318404821.4165854,318404821.4165854,2,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.669268292682927,5.0
1983,BEST PICTURE,"Richard Attenborough, Producer",Gandhi,1.0,1,0,0,0,1,1,1982,1981,1980,tt0083987,Gandhi,1982.0,191.0,8.0,209987.0,nm0000277,nm0109300,nm0000277,nm0000277,1923.0,60.0,nm0000277,0,Gandhi,1983-02-25,PG,79.0,56622331.288343556,337554.0279754601,12 December 1982,135810949.65202454,135810949.65202454,2,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.5737423312883436,4.0
1983,BEST PICTURE,"Sydney Pollack And Dick Richards, Producers",Tootsie,,1,0,0,1,1,1,1982,1981,1980,tt0084805,Tootsie,1982.0,116.0,7.4,91260.0,nm0001628,"nm0312205,nm0772003,nm0570190,nm0001469,nm0307561,nm0561938",nm0001628,nm0001628,1934.0,49.0,nm0001628,0,Tootsie,1982-12-17,PG,88.0,54048588.95705522,14259742.17423313,19 December 1982,456067141.1042945,456067141.1042945,12,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.5737423312883436,4.0
1986,BEST PICTURE,"Sydney Pollack, Producer",Out Of Africa,1.0,0,1,1,0,1,1,1985,1984,1983,tt0089755,Out Of Africa,1985.0,161.0,7.2,66400.0,nm0001628,"nm0227598,nm0862189,nm1429643,nm0525104",nm0001628,nm0001628,1934.0,52.0,nm0001628,0,Out of Africa,1985-12-20,PG,69.0,71195912.40875913,8353554.201459856,22 December 1985,199971415.62919712,522583061.1766424,12,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.296642335766424,
1984,BEST PICTURE,"Michael Shamberg, Producer",The Big Chill,,0,0,0,1,0,0,1983,1982,1981,tt0085244,The Big Chill,1983.0,105.0,7.2,30689.0,nm0001410,"nm0001410,nm0070660",nm0001410,nm0001410,1949.0,35.0,nm0001410,0,The Big Chill,1983-09-30,R,61.0,19761491.658488717,9046198.27501472,2 October 1983,139317673.8587635,139317673.8587635,9,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.4701864573110894,
1989,BEST PICTURE,"Lawrence Kasdan, Charles Okun And Michael Grillo, Producers",The Accidental Tourist,,0,0,0,1,0,0,1988,1987,1986,tt0094606,The Accidental Tourist,1988.0,121.0,6.8,14065.0,nm0001410,"nm0878773,nm0301715,nm0001410",nm0001410,nm0001410,1949.0,40.0,nm0001410,0,The Accidental Tourist,1989-01-06,PG,,,202820.42556564827,26 December 1988,67827327.77222131,67827327.77222131,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0785466556564827,
1984,BEST PICTURE,"Irwin Winkler And Robert Chartoff, Producers",The Right Stuff,,0,1,0,0,0,1,1983,1982,1981,tt0086197,The Right Stuff,1983.0,193.0,7.8,53328.0,nm0442241,"nm0442241,nm0004366",nm0442241,nm0442241,1936.0,48.0,nm0442241,0,The Right Stuff,1984-02-17,PG,91.0,66695034.34739941,3955181.039293425,23 October 1983,52348443.362355255,52348443.362355255,2,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.4701864573110894,
1984,BEST PICTURE,"Philip S. Hobel, Producer",Tender Mercies,,1,0,0,0,1,0,1983,1982,1981,tt0086423,Tender Mercies,1983.0,92.0,7.4,8664.0,nm0000915,nm0285210,nm0000915,nm0000915,1940.0,44.0,nm0000915,0,Tender Mercies,1983-06-10,PG,,,116041.94920510305,6 March 1983,20856090.562198233,20856090.562198233,6,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.4701864573110894,4.0
1990,BEST PICTURE,"Richard D. Zanuck And Lili Fini Zanuck, Producers",Driving Miss Daisy,1.0,1,1,1,0,0,0,1989,1988,1987,tt0097239,Driving Miss Daisy,1989.0,99.0,7.4,91289.0,nm0000915,nm0880261,nm0000915,nm0000915,1940.0,50.0,nm0000915,0,Driving Miss Daisy,1990-01-26,PG,81.0,14818210.361067504,145702.52307692307,17 December 1989,210602917.76100472,288052763.91485083,1,26,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.9757613814756672,2.0
1984,BEST PICTURE,"James L. Brooks, Producer",Terms Of Endearment,1.0,0,1,1,0,1,0,1983,1982,1981,tt0086425,Terms Of Endearment,1983.0,132.0,7.4,50679.0,nm0000985,"nm0573505,nm0000985",nm0000985,nm0000985,1940.0,44.0,nm0000985,0,Terms of Endearment,1983-12-09,PG,79.0,19761491.658488717,8642720.489263985,27 November 1983,267826234.18221787,267826234.18221787,12,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.4701864573110894,
1988,BEST PICTURE,"James L. Brooks, Producer",Broadcast News,,1,1,1,0,0,1,1987,1986,1985,tt0092699,Broadcast News,1987.0,133.0,7.2,25228.0,nm0000985,nm0000985,nm0000985,nm0000985,1940.0,48.0,nm0000985,0,Broadcast News,1987-12-25,R,84.0,43511149.52463267,429763.9749697494,20 December 1987,111496024.02461539,146483132.67941228,12,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.1755574762316336,4.0
1998,BEST PICTURE,"James L. Brooks, Bridget Johnson And Kristi Zea, Producers",As Good As It Gets,,1,1,1,0,0,0,1997,1996,1995,tt0119822,As Good As It Gets,1997.0,139.0,7.7,259522.0,nm0000985,"nm0029125,nm0000985",nm0000985,nm0000985,1940.0,58.0,nm0000985,0,As Good as It Gets,1997-12-25,PG-13,67.0,77881188.11881189,19636850.62336634,28 December 1997,231272878.12396044,489371135.54970306,12,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.557623762376238,
1985,BEST PICTURE,"David Puttnam, Producer",The Killing Fields,,1,1,0,0,1,1,1984,1983,1982,tt0087553,The Killing Fields,1984.0,141.0,7.8,48355.0,nm0423646,nm0732430,nm0423646,nm0423646,1945.0,40.0,nm0423646,0,The Killing Fields,1985-02-01,R,76.0,34356898.57819905,76780.5106350711,4 November 1984,82791276.2861801,82791276.2861801,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.3858957345971565,
1987,BEST PICTURE,"Fernando Ghia And David Puttnam, Producers",The Mission,,0,0,0,0,1,1,1986,1985,1984,tt0091530,The Mission,1986.0,125.0,7.4,52483.0,nm0423646,nm0004122,nm0423646,nm0423646,1945.0,42.0,nm0423646,0,The Mission,1986-10-31,PG,,55458129.49640288,91372.36143884892,2 November 1986,38974667.31453238,39091695.285755396,10,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.2635971223021585,
1986,BEST PICTURE,"David Weisman, Producer",Kiss Of The Spider Woman,,1,0,0,0,1,0,1985,1984,1983,tt0089424,Kiss Of The Spider Woman,1985.0,120.0,7.4,13256.0,nm0002199,"nm0700194,nm0775055",nm0002199,nm0002199,1946.0,40.0,nm0002199,0,Kiss of the Spider Woman,1985-07-26,R,80.0,,128524.69839416062,28 July 1985,39054928.85080293,39065091.49313869,7,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.296642335766424,
1986,BEST PICTURE,"Edward S. Feldman, Producer",Witness,,1,0,0,0,1,1,1985,1984,1983,tt0090329,Witness,1985.0,112.0,7.4,80185.0,nm0001837,"nm0446015,nm0908807,nm0908620",nm0001837,nm0001837,1944.0,42.0,nm0001837,0,Witness,1985-02-08,R,76.0,27559708.029197086,10426733.237956207,10 February 1985,157795388.88700733,157795388.88700733,2,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.296642335766424,5.0
1990,BEST PICTURE,"Steven Haft, Paul Junger Witt And Tony Thomas, Producers",Dead Poets Society,,1,0,0,0,1,0,1989,1988,1987,tt0097165,Dead Poets Society,1989.0,128.0,8.1,383535.0,nm0001837,nm0776114,nm0001837,nm0001837,1944.0,46.0,nm0001837,0,Dead Poets Society,1989-06-09,PG,79.0,32402486.65620094,672659.8168916798,4 June 1989,189396715.2165777,466003308.6231711,6,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.9757613814756672,3.0
2004,BEST PICTURE,"Samuel Goldwyn, Jr., Peter Weir And Duncan Henderson, Producers",Master And Commander: The Far Side Of The World,,0,0,0,0,1,1,2003,2002,2001,tt0311113,Master And Commander: The Far Side Of The World,2003.0,138.0,7.4,192225.0,nm0001837,"nm1140640,nm0001837,nm0171722",nm0001837,nm0001837,1944.0,60.0,nm0001837,0,Master and Commander: The Far Side of the World,2003-11-14,PG-13,81.0,203870410.36717063,34122456.559827216,16 November 2003,127660823.96889849,287623820.35593957,11,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.359136069114471,
1987,BEST PICTURE,"Burt Sugarman And Patrick Palmer, Producers",Children Of A Lesser God,,1,0,1,1,0,0,1986,1985,1984,tt0090830,Children Of A Lesser God,1986.0,119.0,7.2,14008.0,nm0354279,"nm0575865,nm0026803,nm0140572",nm0354279,nm0354279,1945.0,42.0,nm0354279,1,Children of a Lesser God,1986-10-31,R,80.0,23767769.784172665,4321397.048633094,5 October 1986,72102540.22446044,72102540.22446044,10,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.2635971223021585,
1987,BEST PICTURE,"Arnold Kopelson, Producer",Platoon,1.0,0,1,0,0,1,1,1986,1985,1984,tt0091763,Platoon,1986.0,120.0,8.1,358939.0,nm0000231,nm0000231,nm0000231,nm0000231,1946.0,41.0,nm0000231,0,Platoon,1987-02-06,R,92.0,13581582.73381295,545707.9942446044,21 December 1986,313577388.28489214,313611493.90273386,2,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.2635971223021585,3.0
1990,BEST PICTURE,"A. Kitman Ho And Oliver Stone, Producers",Born On The Fourth Of July,,1,0,0,0,1,1,1989,1988,1987,tt0096969,Born On The Fourth Of July,1989.0,145.0,7.2,91609.0,nm0000231,"nm0468407,nm0000231",nm0000231,nm0000231,1946.0,44.0,nm0000231,0,Born on the Fourth of July,1990-01-05,R,75.0,27660659.34065934,339872.44860282575,25 December 1989,138306651.54612243,318100937.26040816,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.9757613814756672,
1992,BEST PICTURE,"A. Kitman Ho And Oliver Stone, Producers",Jfk,,0,1,0,0,1,1,1991,1990,1989,tt0102138,Jfk,1991.0,189.0,8.0,133167.0,nm0000231,"nm0000231,nm0804466,nm0308426,nm0550285",nm0000231,nm0000231,1946.0,46.0,nm0000231,0,JFK,1991-12-20,R,72.0,72907168.71832006,9521052.878320059,22 December 1991,128326638.03458364,374388332.45891386,12,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8226792179580016,
1988,BEST PICTURE,"Stanley R. Jaffe And Sherry Lansing, Producers",Fatal Attraction,,0,0,1,1,1,0,1987,1986,1985,tt0093010,Fatal Attraction,1987.0,119.0,6.9,69583.0,nm0001490,nm0213139,nm0001490,nm0001490,1941.0,47.0,nm0001490,0,Fatal Attraction,1987-09-18,R,67.0,30457804.66724287,16540197.84684529,20 September 1987,340791708.5256353,696495355.8895074,9,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.1755574762316336,3.0
1988,BEST PICTURE,"Jeremy Thomas, Producer",The Last Emperor,1.0,0,0,0,0,1,1,1987,1986,1985,tt0093389,The Last Emperor,1987.0,163.0,7.7,86883.0,nm0000934,"nm0672546,nm0000934,nm0881100,nm0699701",nm0000934,nm0000934,1941.0,47.0,nm0000934,0,The Last Emperor,1988-04-15,PG-13,76.0,50037821.953327574,325158.82039758,22 November 1987,95690220.41279171,95710405.23505619,4,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.1755574762316336,
1989,BEST PICTURE,"Norma Heyman And Hank Moonjean, Producers",Dangerous Liaisons,,0,0,1,1,0,0,1988,1987,1986,tt0094947,Dangerous Liaisons,1988.0,119.0,7.6,61009.0,nm0001241,"nm0358960,nm0480166",nm0001241,nm0001241,1941.0,48.0,nm0001241,0,Dangerous Liaisons,1989-02-24,R,74.0,29099653.17919076,175535.3436168456,26 December 1988,72064709.10520233,72064709.10520233,2,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0785466556564827,
2007,BEST PICTURE,"Andy Harries, Christine Langan And Tracey Seaward, Producers",The Queen,,0,0,1,0,1,0,2006,2005,2004,tt0436697,The Queen,2006.0,103.0,7.3,99307.0,nm0001241,nm0604948,nm0001241,nm0001241,1941.0,66.0,nm0001241,0,The Queen,2006-11-17,PG-13,91.0,12186672.99027745,151729.05288119518,1 October 2006,70187415.81313731,153432859.19658527,11,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2435380602323929,
2014,BEST PICTURE,"Gabrielle Tana, Steve Coogan And Tracey Seaward, Producers",Philomena,,0,0,1,0,0,0,2013,2012,2011,tt2431286,Philomena,2013.0,98.0,7.6,90042.0,nm0001241,"nm0176869,nm0691131,nm1939381",nm0001241,nm0001241,1941.0,73.0,nm0001241,0,Philomena,2013-11-27,PG-13,77.0,12912943.107782282,138206.15400400144,24 November 2013,40578901.11855538,107747611.71046017,11,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.07607859231519,2.0
1989,BEST PICTURE,"Mark Johnson, Producer",Rain Man,1.0,1,0,0,0,1,1,1988,1987,1986,tt0095953,Rain Man,1988.0,133.0,8.0,448996.0,nm0001469,"nm0607454,nm0060103",nm0001469,nm0001469,1942.0,47.0,nm0001469,0,Rain Man,1988-12-16,R,65.0,51963666.391412064,14561713.797919078,18 December 1988,359225729.93162686,737521221.2611067,12,16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0785466556564827,3.0
1992,BEST PICTURE,"Mark Johnson, Barry Levinson And Warren Beatty, Producers",Bugsy,,1,1,0,0,1,1,1991,1990,1989,tt0101516,Bugsy,1991.0,136.0,6.8,24326.0,nm0001469,"nm0864812,nm0421135",nm0001469,nm0001469,1942.0,50.0,nm0001469,0,Bugsy,1991-12-20,R,80.0,54680376.53874005,255827.6096741492,15 December 1991,89519096.27365677,89519096.27365677,12,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8226792179580016,7.0
1990,BEST PICTURE,"Lawrence Gordon And Charles Gordon, Producers",Field Of Dreams,,0,0,0,0,0,0,1989,1988,1987,tt0097351,Field Of Dreams,1989.0,107.0,7.5,101902.0,nm0004675,"nm0455875,nm0004675",nm0004675,nm0004675,1950.0,40.0,nm0004675,0,Field of Dreams,1989-05-05,PG,,,1049812.9070015699,23 April 1989,127301516.42072213,166816744.05023548,5,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.9757613814756672,
1991,BEST PICTURE,"Walter F. Parkes And Lawrence Lasker, Producers",Awakenings,,1,0,0,0,0,0,1990,1989,1988,tt0099077,Awakenings,1990.0,121.0,7.8,114666.0,nm0001508,"nm0755312,nm0001873",nm0001508,nm0001508,1943.0,48.0,nm0001508,1,Awakenings,1991-01-11,PG-13,74.0,57972303.12035661,779963.1063298663,25 December 1990,97424278.71619615,97424278.71619615,1,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8700742942050521,1.0
1991,BEST PICTURE,"Jim Wilson And Kevin Costner, Producers",Dances With Wolves,1.0,1,1,0,1,1,1,1990,1989,1988,tt0099348,Dances With Wolves,1990.0,181.0,8.0,225333.0,nm0000126,nm0086658,nm0000126,nm0000126,1955.0,36.0,nm0000126,0,Dances with Wolves,1990-11-21,PG-13,72.0,41141634.47251115,1118785.037028232,11 November 1990,344484231.4099257,793302062.0191382,11,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8700742942050521,
1991,BEST PICTURE,"Lisa Weinstein, Producer",Ghost,,0,0,0,1,0,0,1990,1989,1988,tt0099653,Ghost,1990.0,127.0,7.0,183576.0,nm0958387,nm0748022,nm0958387,nm0958387,1950.0,41.0,nm0958387,0,Ghost,1990-07-13,PG-13,,41141634.47251115,22799085.56077266,15 July 1990,406986710.96487373,945709088.8568202,7,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8700742942050521,3.0
1992,BEST PICTURE,"Don Hahn, Producer",Beauty And The Beast,,0,0,0,0,0,0,1991,1990,1989,tt0101414,Beauty And The Beast,1991.0,84.0,8.0,398364.0,"nm0873779,nm0936374","nm0941314,nm0152312,nm0761498,nm0560329,nm0363125,nm0683724,nm0940849,nm0710020,nm0254085,nm0038432,nm0501729,nm0207305,nm3343855",nm0873779,nm0873779,1960.0,32.0,nm0873779,0,Beauty and the Beast,1991-11-22,G,95.0,45566980.44895004,295540.14447501814,17 November 1991,399107730.37972486,802194628.312701,11,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8226792179580016,
1992,BEST PICTURE,"Barbra Streisand And Andrew Karsch, Producers",The Prince Of Tides,,1,0,0,1,0,1,1991,1990,1989,tt0102713,The Prince Of Tides,1991.0,132.0,6.7,14949.0,nm0000659,"nm0175852,nm0426539",nm0000659,nm0000659,1942.0,50.0,nm0000659,1,The Prince of Tides,1991-12-25,R,65.0,54680376.53874005,18291336.896046344,29 December 1991,136313802.45827663,136313802.45827663,12,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8226792179580016,
1992,BEST PICTURE,"Edward Saxon, Kenneth Utt And Ron Bozman, Producers",The Silence Of The Lambs,1.0,1,0,1,0,1,0,1991,1990,1989,tt0102926,The Silence Of The Lambs,1991.0,118.0,8.6,1170490.0,nm0001129,"nm0365383,nm0848217",nm0001129,nm0001129,1944.0,48.0,nm0001129,0,The Silence of the Lambs,1991-02-14,R,85.0,34630905.14120203,25092485.77529327,18 February 1991,238302406.824504,497142835.98412746,2,14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8226792179580016,
1993,BEST PICTURE,"Stephen Woolley, Producer",The Crying Game,,1,1,0,0,1,0,1992,1991,1990,tt0104036,The Crying Game,1992.0,112.0,7.2,48211.0,nm0001403,nm0001403,nm0001403,nm0001403,1950.0,43.0,nm0001403,0,The Crying Game,1993-02-19,R,90.0,4059870.967741936,178470.16258064518,29 November 1992,110408979.99483873,110408979.99483873,2,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.7651612903225808,
